activity,x,y,z,alpha,beta,gamma,ts
string,float,float,float,float,float,float,datetime
S,,,,,,T
Rest,-0.0954687877738,0.0154126731873,-10.0183869536,0.281900770108,-0.375826436644,0.297124381314,2013-06-22T03:05:40
Rest,-0.0887351035961,0.0412999786377,-10.0902129851,0.073555314358,0.189385444253,0.296541494037,2013-06-22T03:05:40
Rest,-0.133776015478,-0.0643441717662,-10.0543005082,0.144161667861,0.0489354606027,-0.267604970732,2013-06-22T03:05:40
Rest,-0.0809539482006,0.0197521636249,-10.0556467352,0.00570504390381,-0.0902868432356,-0.551270490966,2013-06-22T03:05:40
Rest,-0.148889413458,-0.00404021519448,-10.0183874285,0.285525466123,0.329329550344,-0.690192376538,2013-06-22T03:05:40
Rest,-0.137666595459,0.0493804074569,-10.0710593536,0.489154242694,0.115869556896,0.300536807856,2013-06-22T03:05:40
Rest,-0.131980364233,0.00972644403033,-10.0300589059,0.00189084098842,-0.30139418336,0.0142780752355,2013-06-22T03:05:40
Rest,-0.119859716901,0.0136170220848,-9.99983192726,-0.346824412892,-0.157361061793,0.153539864437,2013-06-22T03:05:40
Rest,-0.119859720041,0.00209492648831,-10.0138980264,-0.418214190427,-0.368129213656,0.505998076157,2013-06-22T03:05:40
Rest,-0.125246677772,0.0420481660857,-10.0505591297,0.0707959979746,0.121035487765,-0.0544401295013,2013-06-22T03:05:40
Rest,-0.142006083685,0.00793079328468,-10.0740524527,0.00206707604401,-0.159619880057,-0.408465029202,2013-06-22T03:05:40
Rest,-0.146644851685,-0.00389057755505,-10.0300592164,-1.96438857374e-05,0.0510448417979,0.227577954442,2013-06-22T03:05:40
Rest,-0.103100305566,0.018255787516,-10.0393362364,-0.139665002149,0.0534379159675,-0.125545693794,2013-06-22T03:05:40
Rest,-0.154874924458,0.0205003511443,-10.1530608335,0.34639197654,-0.303555858191,0.159637289035,2013-06-22T03:05:40
Rest,-0.112677118485,0.00463876557385,-10.0698627825,-0.0683404916071,0.0531039704099,-0.548970371403,2013-06-22T03:05:40
Rest,-0.110282917396,0.0184054251197,-10.0415812023,-0.000714943141558,0.19265360973,0.0167900857436,2013-06-22T03:05:40
Rest,-0.132130008686,0.0190039753921,-10.0345481071,0.0655184495411,0.121938793623,0.441937465127,2013-06-22T03:05:40
Rest,-0.124947400852,0.0190039761056,-10.0554974994,-0.0749016220166,0.334156599777,0.794548275546,2013-06-22T03:05:40
Rest,-0.0926256790106,-0.00808043088844,-9.98157654146,0.136889584128,-0.370941464006,-0.19407318184,2013-06-22T03:05:40
Rest,-0.0834977783314,0.0246902051198,-10.0625300284,-0.0745224731465,0.0535445242814,-0.0529655290121,2013-06-22T03:05:40
Rest,-0.115370592784,0.041449618382,-10.0132997683,-0.14245229296,-0.015708272825,-0.548009769329,2013-06-22T03:05:41
Rest,-0.0884358283886,0.0202010760795,-10.0673186144,-0.073900612437,-0.0166179469672,-0.264993917478,2013-06-22T03:05:41
Rest,-0.112228203819,-0.00269347672497,-10.0138982273,0.133927950071,-0.65222196756,-0.193892328569,2013-06-22T03:05:41
